k,timestamp,load_p_kw,poa_irradiance_w_m2,temp_air_c,quality,bess_1.available,dg_1.available,grid_1.available,pv_1.available
1584,2026-03-17T12:00:00+05:30,401.87,897.193,31.69,synthetic,True,True,True,True
1585,2026-03-17T12:15:00+05:30,398.355,872.639,32.308,synthetic,True,True,True,True
1586,2026-03-17T12:30:00+05:30,374.386,907.458,32.712,synthetic,True,True,True,True
1587,2026-03-17T12:45:00+05:30,370.234,926.818,33.858,synthetic,True,True,True,True
1588,2026-03-17T13:00:00+05:30,365.409,892.273,33.734,synthetic,True,True,True,True
1589,2026-03-17T13:15:00+05:30,376.204,865.348,33.453,synthetic,True,True,True,True
1590,2026-03-17T13:30:00+05:30,384.204,840.824,33.258,synthetic,True,True,True,True
1591,2026-03-17T13:45:00+05:30,421.495,813.488,32.862,synthetic,True,True,True,True
1592,2026-03-17T14:00:00+05:30,419.306,740.496,33.522,synthetic,True,True,True,True
1593,2026-03-17T14:15:00+05:30,399.822,708.696,33.776,synthetic,True,True,True,True
1594,2026-03-17T14:30:00+05:30,398.366,647.777,34.079,synthetic,True,True,True,True
1595,2026-03-17T14:45:00+05:30,374.717,617.821,33.497,synthetic,True,True,True,True
1596,2026-03-17T15:00:00+05:30,390.424,554.963,34.007,synthetic,True,True,True,True
1597,2026-03-17T15:15:00+05:30,392.804,523.469,34.137,synthetic,True,True,True,True
1598,2026-03-17T15:30:00+05:30,388.964,496.49,34.601,synthetic,True,True,True,True
1599,2026-03-17T15:45:00+05:30,417.881,457.886,35.134,synthetic,True,True,True,True
1600,2026-03-17T16:00:00+05:30,404.117,421.738,35.732,synthetic,True,True,True,True
1601,2026-03-17T16:15:00+05:30,403.21,377.601,35.028,synthetic,True,True,True,True
1602,2026-03-17T16:30:00+05:30,413.271,323.843,34.951,synthetic,True,True,True,True
1603,2026-03-17T16:45:00+05:30,424.665,276.28,34.928,synthetic,True,True,True,True
1604,2026-03-17T17:00:00+05:30,400.359,225.685,35.068,synthetic,True,True,True,True
1605,2026-03-17T17:15:00+05:30,403.891,166.912,34.227,synthetic,True,True,True,True
1606,2026-03-17T17:30:00+05:30,395.763,107.362,34.234,synthetic,True,True,True,True
1607,2026-03-17T17:45:00+05:30,421.816,53.05,34.444,synthetic,True,True,True,True
1608,2026-03-17T18:00:00+05:30,684.851,13.815,34.109,synthetic,True,True,True,True
1609,2026-03-17T18:15:00+05:30,714.025,0.189,33.927,synthetic,True,True,True,True
1610,2026-03-17T18:30:00+05:30,690.383,0.0,32.879,synthetic,True,True,True,True
1611,2026-03-17T18:45:00+05:30,696.378,0.0,32.618,synthetic,True,True,True,True
1612,2026-03-17T19:00:00+05:30,705.228,0.0,33.09,synthetic,True,True,True,True
1613,2026-03-17T19:15:00+05:30,700.071,0.0,32.888,synthetic,True,True,True,True
1614,2026-03-17T19:30:00+05:30,700.447,0.0,32.941,synthetic,True,True,True,True
1615,2026-03-17T19:45:00+05:30,664.638,0.0,32.116,synthetic,True,True,True,True
1616,2026-03-17T20:00:00+05:30,650.994,0.0,31.233,synthetic,True,True,True,True
1617,2026-03-17T20:15:00+05:30,650.053,0.0,30.329,synthetic,True,True,True,True
1618,2026-03-17T20:30:00+05:30,658.516,0.0,30.714,synthetic,True,True,True,True
1619,2026-03-17T20:45:00+05:30,677.004,0.0,30.706,synthetic,True,True,True,True
1620,2026-03-17T21:00:00+05:30,683.395,0.0,30.676,synthetic,True,True,True,True
1621,2026-03-17T21:15:00+05:30,657.809,0.0,29.99,synthetic,True,True,True,True
1622,2026-03-17T21:30:00+05:30,693.172,0.0,29.857,synthetic,True,True,True,True
1623,2026-03-17T21:45:00+05:30,686.367,0.0,28.945,synthetic,True,True,True,True
1624,2026-03-17T22:00:00+05:30,411.642,0.0,28.736,synthetic,True,True,True,True
1625,2026-03-17T22:15:00+05:30,405.928,0.0,28.763,synthetic,True,True,True,True
1626,2026-03-17T22:30:00+05:30,392.187,0.0,27.892,synthetic,True,True,True,True
1627,2026-03-17T22:45:00+05:30,408.655,0.0,27.761,synthetic,True,True,True,True
1628,2026-03-17T23:00:00+05:30,400.934,0.0,27.457,synthetic,True,True,True,True
1629,2026-03-17T23:15:00+05:30,406.665,0.0,27.209,synthetic,True,True,True,True
1630,2026-03-17T23:30:00+05:30,374.23,0.0,25.583,synthetic,True,True,True,True
1631,2026-03-17T23:45:00+05:30,371.713,0.0,24.737,synthetic,True,True,True,True
1632,2026-03-18T00:00:00+05:30,378.24,0.0,24.846,synthetic,True,True,True,True
1633,2026-03-18T00:15:00+05:30,368.892,0.0,25.666,synthetic,True,True,True,True
1634,2026-03-18T00:30:00+05:30,366.584,0.0,25.069,synthetic,True,True,True,True
1635,2026-03-18T00:45:00+05:30,375.631,0.0,24.947,synthetic,True,True,True,True
1636,2026-03-18T01:00:00+05:30,347.41,0.0,25.756,synthetic,True,True,True,True
1637,2026-03-18T01:15:00+05:30,359.792,0.0,25.921,synthetic,True,True,True,True
1638,2026-03-18T01:30:00+05:30,360.714,0.0,25.392,synthetic,True,True,True,True
1639,2026-03-18T01:45:00+05:30,387.022,0.0,25.067,synthetic,True,True,True,True
1640,2026-03-18T02:00:00+05:30,373.201,0.0,25.361,synthetic,True,True,True,True
1641,2026-03-18T02:15:00+05:30,368.438,0.0,24.976,synthetic,True,True,True,True
1642,2026-03-18T02:30:00+05:30,372.578,0.0,24.525,synthetic,True,True,True,True
1643,2026-03-18T02:45:00+05:30,364.549,0.0,23.528,synthetic,True,True,True,True
1644,2026-03-18T03:00:00+05:30,386.813,0.0,23.839,synthetic,True,True,True,True
1645,2026-03-18T03:15:00+05:30,408.806,0.0,23.771,synthetic,True,True,True,True
1646,2026-03-18T03:30:00+05:30,428.376,0.0,23.793,synthetic,True,True,True,True
1647,2026-03-18T03:45:00+05:30,426.228,0.0,24.459,synthetic,True,True,True,True
1648,2026-03-18T04:00:00+05:30,440.422,0.0,24.114,synthetic,True,True,True,True
1649,2026-03-18T04:15:00+05:30,448.526,0.0,23.942,synthetic,True,True,True,True
1650,2026-03-18T04:30:00+05:30,439.213,0.0,24.114,synthetic,True,True,True,True
1651,2026-03-18T04:45:00+05:30,434.538,0.0,24.369,synthetic,True,True,True,True
1652,2026-03-18T05:00:00+05:30,420.381,0.0,24.4,synthetic,True,True,True,True
1653,2026-03-18T05:15:00+05:30,405.617,0.0,24.231,synthetic,True,True,True,True
1654,2026-03-18T05:30:00+05:30,403.078,0.0,24.227,synthetic,True,True,True,True
1655,2026-03-18T05:45:00+05:30,412.801,0.0,24.396,synthetic,True,True,True,True
1656,2026-03-18T06:00:00+05:30,722.079,0.0,24.547,synthetic,True,True,True,True
1657,2026-03-18T06:15:00+05:30,705.957,0.0,24.696,synthetic,True,True,True,True
1658,2026-03-18T06:30:00+05:30,708.9,6.452,24.29,synthetic,True,True,True,True
1659,2026-03-18T06:45:00+05:30,719.511,34.793,24.751,synthetic,True,True,True,True
1660,2026-03-18T07:00:00+05:30,693.601,80.39,24.676,synthetic,True,True,True,True
1661,2026-03-18T07:15:00+05:30,713.712,130.138,24.571,synthetic,True,True,True,True
1662,2026-03-18T07:30:00+05:30,705.045,189.184,25.107,synthetic,True,True,True,True
1663,2026-03-18T07:45:00+05:30,662.299,236.652,25.101,synthetic,True,True,True,True
1664,2026-03-18T08:00:00+05:30,656.528,267.21,25.856,synthetic,True,True,True,True
1665,2026-03-18T08:15:00+05:30,698.99,291.866,26.829,synthetic,True,True,True,True
1666,2026-03-18T08:30:00+05:30,688.341,328.947,27.141,synthetic,True,True,True,True
1667,2026-03-18T08:45:00+05:30,722.043,376.04,27.701,synthetic,True,True,True,True
1668,2026-03-18T09:00:00+05:30,697.016,398.026,27.83,synthetic,True,True,True,True
1669,2026-03-18T09:15:00+05:30,688.925,423.798,28.55,synthetic,True,True,True,True
1670,2026-03-18T09:30:00+05:30,714.588,436.571,29.132,synthetic,True,True,True,True
1671,2026-03-18T09:45:00+05:30,711.336,566.228,29.333,synthetic,True,True,True,True
1672,2026-03-18T10:00:00+05:30,383.725,638.224,29.793,synthetic,True,True,True,True
1673,2026-03-18T10:15:00+05:30,393.34,644.382,30.491,synthetic,True,True,True,True
1674,2026-03-18T10:30:00+05:30,385.372,691.942,30.3,synthetic,True,True,True,True
1675,2026-03-18T10:45:00+05:30,388.33,733.797,31.447,synthetic,True,True,True,True
1676,2026-03-18T11:00:00+05:30,409.245,736.213,31.837,synthetic,True,True,True,True
1677,2026-03-18T11:15:00+05:30,432.178,789.205,32.356,synthetic,True,True,True,True
1678,2026-03-18T11:30:00+05:30,450.839,789.419,32.687,synthetic,True,True,True,True
1679,2026-03-18T11:45:00+05:30,444.144,830.267,32.974,synthetic,True,True,True,True
1680,2026-03-18T12:00:00+05:30,459.023,862.131,33.57,synthetic,True,True,True,True
1681,2026-03-18T12:15:00+05:30,447.01,830.415,34.265,synthetic,True,True,True,True
1682,2026-03-18T12:30:00+05:30,431.395,872.639,34.208,synthetic,True,True,True,True
1683,2026-03-18T12:45:00+05:30,431.981,825.054,33.675,synthetic,True,True,True,True
1684,2026-03-18T13:00:00+05:30,409.04,836.136,33.453,synthetic,True,True,True,True
1685,2026-03-18T13:15:00+05:30,395.719,830.762,33.56,synthetic,True,True,True,True
1686,2026-03-18T13:30:00+05:30,387.208,760.225,33.639,synthetic,True,True,True,True
1687,2026-03-18T13:45:00+05:30,369.575,717.322,33.65,synthetic,True,True,True,True
1688,2026-03-18T14:00:00+05:30,377.494,627.063,34.601,synthetic,True,True,True,True
1689,2026-03-18T14:15:00+05:30,365.789,600.762,34.687,synthetic,True,True,True,True
1690,2026-03-18T14:30:00+05:30,378.543,623.3,34.815,synthetic,True,True,True,True
1691,2026-03-18T14:45:00+05:30,382.036,602.732,35.337,synthetic,True,True,True,True
1692,2026-03-18T15:00:00+05:30,407.775,592.522,35.304,synthetic,True,True,True,True
1693,2026-03-18T15:15:00+05:30,401.923,537.595,35.654,synthetic,True,True,True,True
1694,2026-03-18T15:30:00+05:30,407.28,491.868,35.727,synthetic,True,True,True,True
1695,2026-03-18T15:45:00+05:30,394.563,453.25,36.797,synthetic,True,True,True,True
1696,2026-03-18T16:00:00+05:30,393.226,434.149,36.186,synthetic,True,True,True,True
1697,2026-03-18T16:15:00+05:30,379.168,386.946,35.9,synthetic,True,True,True,True
1698,2026-03-18T16:30:00+05:30,380.369,338.213,35.789,synthetic,True,True,True,True
1699,2026-03-18T16:45:00+05:30,388.781,278.468,35.942,synthetic,True,True,True,True
1700,2026-03-18T17:00:00+05:30,395.202,222.896,35.441,synthetic,True,True,True,True
1701,2026-03-18T17:15:00+05:30,404.297,158.101,35.832,synthetic,True,True,True,True
1702,2026-03-18T17:30:00+05:30,383.54,100.497,35.126,synthetic,True,True,True,True
1703,2026-03-18T17:45:00+05:30,387.415,47.365,35.198,synthetic,True,True,True,True
1704,2026-03-18T18:00:00+05:30,663.186,12.401,34.872,synthetic,True,True,True,True
1705,2026-03-18T18:15:00+05:30,665.808,0.174,33.914,synthetic,True,True,True,True
1706,2026-03-18T18:30:00+05:30,657.736,0.0,34.254,synthetic,True,True,False,True
1707,2026-03-18T18:45:00+05:30,639.666,0.0,34.317,synthetic,True,True,False,True
1708,2026-03-18T19:00:00+05:30,676.932,0.0,34.332,synthetic,True,True,False,True
1709,2026-03-18T19:15:00+05:30,681.717,0.0,34.377,synthetic,True,True,False,True
1710,2026-03-18T19:30:00+05:30,709.092,0.0,33.872,synthetic,True,True,False,True
1711,2026-03-18T19:45:00+05:30,728.675,0.0,34.254,synthetic,True,True,False,True
1712,2026-03-18T20:00:00+05:30,705.689,0.0,33.48,synthetic,True,True,False,True
1713,2026-03-18T20:15:00+05:30,725.921,0.0,33.329,synthetic,True,True,False,True
1714,2026-03-18T20:30:00+05:30,735.003,0.0,31.953,synthetic,True,True,False,True
1715,2026-03-18T20:45:00+05:30,722.848,0.0,31.4,synthetic,True,True,False,True
1716,2026-03-18T21:00:00+05:30,746.917,0.0,31.563,synthetic,True,True,False,True
1717,2026-03-18T21:15:00+05:30,683.819,0.0,31.049,synthetic,True,True,False,True
1718,2026-03-18T21:30:00+05:30,672.93,0.0,30.758,synthetic,True,True,True,True
1719,2026-03-18T21:45:00+05:30,706.036,0.0,30.363,synthetic,True,True,True,True
1720,2026-03-18T22:00:00+05:30,410.133,0.0,29.759,synthetic,True,True,True,True
1721,2026-03-18T22:15:00+05:30,387.949,0.0,28.339,synthetic,True,True,True,True
1722,2026-03-18T22:30:00+05:30,399.297,0.0,27.919,synthetic,True,True,True,True
1723,2026-03-18T22:45:00+05:30,396.949,0.0,26.92,synthetic,True,True,True,True
1724,2026-03-18T23:00:00+05:30,406.232,0.0,26.786,synthetic,True,True,True,True
1725,2026-03-18T23:15:00+05:30,414.783,0.0,26.618,synthetic,True,True,True,True
1726,2026-03-18T23:30:00+05:30,411.297,0.0,25.981,synthetic,True,True,True,True
1727,2026-03-18T23:45:00+05:30,419.716,0.0,25.249,synthetic,True,True,True,True
1728,2026-03-19T00:00:00+05:30,416.471,0.0,25.846,synthetic,True,True,True,True
1729,2026-03-19T00:15:00+05:30,411.205,0.0,24.91,synthetic,True,True,True,True
1730,2026-03-19T00:30:00+05:30,398.824,0.0,24.539,synthetic,True,True,True,True
1731,2026-03-19T00:45:00+05:30,423.457,0.0,24.535,synthetic,True,True,True,True
1732,2026-03-19T01:00:00+05:30,438.513,0.0,24.702,synthetic,True,True,True,True
1733,2026-03-19T01:15:00+05:30,426.838,0.0,24.397,synthetic,True,True,True,True
1734,2026-03-19T01:30:00+05:30,433.669,0.0,25.068,synthetic,True,True,True,True
1735,2026-03-19T01:45:00+05:30,427.877,0.0,24.385,synthetic,True,True,True,True
1736,2026-03-19T02:00:00+05:30,436.557,0.0,24.361,synthetic,True,True,True,True
1737,2026-03-19T02:15:00+05:30,449.81,0.0,24.214,synthetic,True,True,True,True
1738,2026-03-19T02:30:00+05:30,450.395,0.0,23.927,synthetic,True,True,True,True
1739,2026-03-19T02:45:00+05:30,451.565,0.0,23.205,synthetic,True,True,True,True
1740,2026-03-19T03:00:00+05:30,433.541,0.0,23.578,synthetic,True,True,True,True
1741,2026-03-19T03:15:00+05:30,411.252,0.0,23.642,synthetic,True,True,True,True
1742,2026-03-19T03:30:00+05:30,431.707,0.0,23.926,synthetic,True,True,True,True
1743,2026-03-19T03:45:00+05:30,414.597,0.0,24.319,synthetic,True,True,True,True
1744,2026-03-19T04:00:00+05:30,397.088,0.0,23.947,synthetic,True,True,True,True
1745,2026-03-19T04:15:00+05:30,399.549,0.0,23.703,synthetic,True,True,True,True
1746,2026-03-19T04:30:00+05:30,420.732,0.0,23.876,synthetic,True,True,True,True
1747,2026-03-19T04:45:00+05:30,440.676,0.0,23.584,synthetic,True,True,True,True
1748,2026-03-19T05:00:00+05:30,428.335,0.0,24.464,synthetic,True,True,True,True
1749,2026-03-19T05:15:00+05:30,445.063,0.0,24.906,synthetic,True,True,True,True
1750,2026-03-19T05:30:00+05:30,452.648,0.0,25.472,synthetic,True,True,True,True
1751,2026-03-19T05:45:00+05:30,444.901,0.0,25.772,synthetic,True,True,True,True
1752,2026-03-19T06:00:00+05:30,753.67,0.0,25.397,synthetic,True,True,True,True
1753,2026-03-19T06:15:00+05:30,738.011,0.0,26.559,synthetic,True,True,True,True
1754,2026-03-19T06:30:00+05:30,707.312,7.866,26.899,synthetic,True,True,True,True
1755,2026-03-19T06:45:00+05:30,697.976,41.152,27.353,synthetic,True,True,True,True
1756,2026-03-19T07:00:00+05:30,696.068,89.096,27.93,synthetic,True,True,True,True
1757,2026-03-19T07:15:00+05:30,699.663,142.827,28.418,synthetic,True,True,True,True
1758,2026-03-19T07:30:00+05:30,708.985,186.494,28.487,synthetic,True,True,True,True
1759,2026-03-19T07:45:00+05:30,706.241,252.093,28.814,synthetic,True,True,True,True
1760,2026-03-19T08:00:00+05:30,661.548,314.547,29.628,synthetic,True,True,True,True
1761,2026-03-19T08:15:00+05:30,639.962,363.591,30.045,synthetic,True,True,True,True
1762,2026-03-19T08:30:00+05:30,666.895,427.467,30.631,synthetic,True,True,True,True
1763,2026-03-19T08:45:00+05:30,669.142,480.781,31.152,synthetic,True,True,True,True
1764,2026-03-19T09:00:00+05:30,657.448,531.847,31.75,synthetic,True,True,True,True
1765,2026-03-19T09:15:00+05:30,639.208,573.739,31.731,synthetic,True,True,True,True
1766,2026-03-19T09:30:00+05:30,651.223,638.037,32.259,synthetic,True,True,True,True
1767,2026-03-19T09:45:00+05:30,682.618,680.803,31.542,synthetic,True,True,True,True
1768,2026-03-19T10:00:00+05:30,378.112,682.521,31.848,synthetic,True,True,True,True
1769,2026-03-19T10:15:00+05:30,402.85,691.519,32.69,synthetic,True,True,True,True
1770,2026-03-19T10:30:00+05:30,376.446,707.001,32.836,synthetic,True,True,True,True
1771,2026-03-19T10:45:00+05:30,351.41,728.293,33.156,synthetic,True,True,True,True
1772,2026-03-19T11:00:00+05:30,356.771,756.796,33.659,synthetic,True,True,True,True
1773,2026-03-19T11:15:00+05:30,371.331,725.357,34.197,synthetic,True,True,True,True
1774,2026-03-19T11:30:00+05:30,379.428,764.42,34.396,synthetic,True,True,True,True
1775,2026-03-19T11:45:00+05:30,378.755,728.938,34.588,synthetic,True,True,True,True
1776,2026-03-19T12:00:00+05:30,366.075,759.807,34.719,synthetic,True,True,True,True
1777,2026-03-19T12:15:00+05:30,376.461,767.362,34.766,synthetic,True,True,True,True
1778,2026-03-19T12:30:00+05:30,380.723,756.627,35.358,synthetic,True,True,True,True
1779,2026-03-19T12:45:00+05:30,380.985,772.0,35.814,synthetic,True,True,True,True
1780,2026-03-19T13:00:00+05:30,390.701,798.244,36.034,synthetic,True,True,True,True
1781,2026-03-19T13:15:00+05:30,405.473,756.703,35.385,synthetic,True,True,True,True
1782,2026-03-19T13:30:00+05:30,379.28,686.131,35.556,synthetic,True,True,True,True
1783,2026-03-19T13:45:00+05:30,371.463,760.113,35.928,synthetic,True,True,True,True
1784,2026-03-19T14:00:00+05:30,368.223,790.825,35.981,synthetic,True,True,True,True
1785,2026-03-19T14:15:00+05:30,383.814,769.597,36.074,synthetic,True,True,True,True
1786,2026-03-19T14:30:00+05:30,374.498,743.799,36.003,synthetic,True,True,True,True
1787,2026-03-19T14:45:00+05:30,370.453,713.106,35.804,synthetic,True,True,True,True
1788,2026-03-19T15:00:00+05:30,373.543,676.996,35.672,synthetic,True,True,True,True
1789,2026-03-19T15:15:00+05:30,388.301,617.345,35.396,synthetic,True,True,True,True
1790,2026-03-19T15:30:00+05:30,397.702,569.798,36.001,synthetic,True,True,True,True
1791,2026-03-19T15:45:00+05:30,384.849,516.794,36.59,synthetic,True,True,True,True
1792,2026-03-19T16:00:00+05:30,374.328,468.075,36.177,synthetic,True,True,True,True
1793,2026-03-19T16:15:00+05:30,376.535,420.922,36.19,synthetic,True,True,True,True
1794,2026-03-19T16:30:00+05:30,379.159,351.107,36.298,synthetic,True,True,True,True
1795,2026-03-19T16:45:00+05:30,376.184,297.737,36.419,synthetic,True,True,True,True
1796,2026-03-19T17:00:00+05:30,385.986,231.954,36.103,synthetic,True,True,True,True
1797,2026-03-19T17:15:00+05:30,379.167,165.874,36.419,synthetic,True,True,True,True
1798,2026-03-19T17:30:00+05:30,389.454,108.203,36.235,synthetic,True,True,True,True
1799,2026-03-19T17:45:00+05:30,408.681,53.968,35.661,synthetic,True,True,True,True
1800,2026-03-19T18:00:00+05:30,730.201,13.745,35.173,synthetic,True,True,True,True
1801,2026-03-19T18:15:00+05:30,755.77,0.195,35.228,synthetic,True,True,True,True
1802,2026-03-19T18:30:00+05:30,740.945,0.0,34.769,synthetic,True,True,True,True
1803,2026-03-19T18:45:00+05:30,738.959,0.0,34.581,synthetic,True,True,True,True
1804,2026-03-19T19:00:00+05:30,719.827,0.0,34.024,synthetic,True,True,True,True
1805,2026-03-19T19:15:00+05:30,719.873,0.0,32.97,synthetic,True,True,True,True
1806,2026-03-19T19:30:00+05:30,711.703,0.0,32.934,synthetic,True,True,True,True
1807,2026-03-19T19:45:00+05:30,682.878,0.0,32.495,synthetic,True,True,True,True
1808,2026-03-19T20:00:00+05:30,707.026,0.0,32.242,synthetic,True,True,True,True
1809,2026-03-19T20:15:00+05:30,714.993,0.0,32.437,synthetic,True,True,True,True
1810,2026-03-19T20:30:00+05:30,702.5,0.0,31.814,synthetic,True,True,True,True
1811,2026-03-19T20:45:00+05:30,711.758,0.0,31.583,synthetic,True,True,True,True
1812,2026-03-19T21:00:00+05:30,771.592,0.0,31.6,synthetic,True,True,True,True
1813,2026-03-19T21:15:00+05:30,762.358,0.0,30.528,synthetic,True,True,True,True
1814,2026-03-19T21:30:00+05:30,762.47,0.0,30.228,synthetic,True,True,True,True
1815,2026-03-19T21:45:00+05:30,738.157,0.0,28.991,synthetic,True,True,True,True
1816,2026-03-19T22:00:00+05:30,423.431,0.0,28.491,synthetic,True,True,True,True
1817,2026-03-19T22:15:00+05:30,428.655,0.0,28.357,synthetic,True,True,True,True
1818,2026-03-19T22:30:00+05:30,404.523,0.0,28.276,synthetic,True,True,True,True
1819,2026-03-19T22:45:00+05:30,412.971,0.0,28.299,synthetic,True,True,True,True
1820,2026-03-19T23:00:00+05:30,396.471,0.0,27.617,synthetic,True,True,True,True
1821,2026-03-19T23:15:00+05:30,407.644,0.0,28.031,synthetic,True,True,True,True
1822,2026-03-19T23:30:00+05:30,419.168,0.0,28.131,synthetic,True,True,True,True
1823,2026-03-19T23:45:00+05:30,405.878,0.0,28.481,synthetic,True,True,True,True
1824,2026-03-20T00:00:00+05:30,381.924,0.0,28.379,synthetic,True,True,True,True
1825,2026-03-20T00:15:00+05:30,391.595,0.0,27.743,synthetic,True,True,True,True
1826,2026-03-20T00:30:00+05:30,398.245,0.0,26.67,synthetic,True,True,True,True
1827,2026-03-20T00:45:00+05:30,379.779,0.0,26.372,synthetic,True,True,True,True
1828,2026-03-20T01:00:00+05:30,387.319,0.0,25.687,synthetic,True,True,True,True
1829,2026-03-20T01:15:00+05:30,386.859,0.0,24.809,synthetic,True,True,True,True
1830,2026-03-20T01:30:00+05:30,395.792,0.0,24.585,synthetic,True,True,True,True
1831,2026-03-20T01:45:00+05:30,410.528,0.0,24.244,synthetic,True,True,True,True
1832,2026-03-20T02:00:00+05:30,402.516,0.0,24.061,synthetic,True,True,True,True
1833,2026-03-20T02:15:00+05:30,414.184,0.0,23.867,synthetic,True,True,True,True
1834,2026-03-20T02:30:00+05:30,408.094,0.0,23.328,synthetic,True,True,True,True
1835,2026-03-20T02:45:00+05:30,405.593,0.0,23.053,synthetic,True,True,True,True
1836,2026-03-20T03:00:00+05:30,394.748,0.0,22.832,synthetic,True,True,True,True
1837,2026-03-20T03:15:00+05:30,389.519,0.0,22.823,synthetic,True,True,True,True
1838,2026-03-20T03:30:00+05:30,393.587,0.0,23.13,synthetic,True,True,True,True
1839,2026-03-20T03:45:00+05:30,391.482,0.0,23.769,synthetic,True,True,True,True
1840,2026-03-20T04:00:00+05:30,380.938,0.0,23.178,synthetic,True,True,True,True
1841,2026-03-20T04:15:00+05:30,403.772,0.0,23.011,synthetic,True,True,True,True
1842,2026-03-20T04:30:00+05:30,393.145,0.0,23.268,synthetic,True,True,True,True
1843,2026-03-20T04:45:00+05:30,389.634,0.0,24.042,synthetic,True,True,True,True
1844,2026-03-20T05:00:00+05:30,378.517,0.0,23.89,synthetic,True,True,True,True
1845,2026-03-20T05:15:00+05:30,392.294,0.0,24.169,synthetic,True,True,True,True
1846,2026-03-20T05:30:00+05:30,393.037,0.0,24.658,synthetic,True,True,True,True
1847,2026-03-20T05:45:00+05:30,387.819,0.0,24.979,synthetic,True,True,True,True
1848,2026-03-20T06:00:00+05:30,693.268,0.0,25.131,synthetic,True,True,True,True
1849,2026-03-20T06:15:00+05:30,666.709,0.009,26.062,synthetic,True,True,True,True
1850,2026-03-20T06:30:00+05:30,668.622,6.68,26.62,synthetic,True,True,True,True
1851,2026-03-20T06:45:00+05:30,670.854,32.752,26.502,synthetic,True,True,True,True
1852,2026-03-20T07:00:00+05:30,659.905,72.95,27.155,synthetic,True,True,True,True
1853,2026-03-20T07:15:00+05:30,653.772,124.881,27.684,synthetic,True,True,True,True
1854,2026-03-20T07:30:00+05:30,660.776,182.78,28.831,synthetic,True,True,True,True
1855,2026-03-20T07:45:00+05:30,698.09,248.272,28.859,synthetic,True,True,True,True
1856,2026-03-20T08:00:00+05:30,699.404,324.963,29.314,synthetic,True,True,True,True
1857,2026-03-20T08:15:00+05:30,717.09,403.103,29.736,synthetic,True,True,True,True
1858,2026-03-20T08:30:00+05:30,708.85,466.49,30.714,synthetic,True,True,True,True
1859,2026-03-20T08:45:00+05:30,715.451,523.17,30.856,synthetic,True,True,True,True
1860,2026-03-20T09:00:00+05:30,724.993,584.078,31.344,synthetic,True,True,True,True
1861,2026-03-20T09:15:00+05:30,707.194,643.296,31.368,synthetic,True,True,True,True
1862,2026-03-20T09:30:00+05:30,715.263,692.603,32.115,synthetic,True,True,True,True
1863,2026-03-20T09:45:00+05:30,687.652,734.936,32.484,synthetic,True,True,True,True
1864,2026-03-20T10:00:00+05:30,398.568,775.105,32.506,synthetic,True,True,True,True
1865,2026-03-20T10:15:00+05:30,382.954,805.278,32.263,synthetic,True,True,True,True
1866,2026-03-20T10:30:00+05:30,393.097,826.392,32.019,synthetic,True,True,True,True
1867,2026-03-20T10:45:00+05:30,392.228,890.918,32.437,synthetic,True,True,True,True
1868,2026-03-20T11:00:00+05:30,383.002,919.925,32.621,synthetic,True,True,True,True
1869,2026-03-20T11:15:00+05:30,409.332,950.727,33.176,synthetic,True,True,True,True
1870,2026-03-20T11:30:00+05:30,400.25,971.143,33.619,synthetic,True,True,True,True
1871,2026-03-20T11:45:00+05:30,399.088,989.392,34.498,synthetic,True,True,True,True
1872,2026-03-20T12:00:00+05:30,414.219,998.081,34.85,synthetic,True,True,True,True
1873,2026-03-20T12:15:00+05:30,423.272,1003.603,34.806,synthetic,True,True,True,True
1874,2026-03-20T12:30:00+05:30,433.514,989.038,34.888,synthetic,True,True,True,True
1875,2026-03-20T12:45:00+05:30,428.705,961.628,34.831,synthetic,True,True,True,True
1876,2026-03-20T13:00:00+05:30,407.208,949.953,34.853,synthetic,True,True,True,True
1877,2026-03-20T13:15:00+05:30,397.05,929.719,34.381,synthetic,True,True,True,True
1878,2026-03-20T13:30:00+05:30,396.309,905.948,35.164,synthetic,True,True,True,True
1879,2026-03-20T13:45:00+05:30,388.663,884.688,36.191,synthetic,True,True,True,True
1880,2026-03-20T14:00:00+05:30,405.745,854.405,36.342,synthetic,True,True,True,True
1881,2026-03-20T14:15:00+05:30,400.194,803.305,36.531,synthetic,True,True,True,True
1882,2026-03-20T14:30:00+05:30,399.762,749.414,37.093,synthetic,True,True,True,True
1883,2026-03-20T14:45:00+05:30,389.466,681.819,36.836,synthetic,True,True,True,True
1884,2026-03-20T15:00:00+05:30,372.846,639.902,36.48,synthetic,True,True,True,True
1885,2026-03-20T15:15:00+05:30,374.992,593.123,35.953,synthetic,True,True,True,True
1886,2026-03-20T15:30:00+05:30,379.426,552.972,35.542,synthetic,True,True,True,True
1887,2026-03-20T15:45:00+05:30,377.312,498.709,35.798,synthetic,True,True,True,True
1888,2026-03-20T16:00:00+05:30,380.633,445.562,35.72,synthetic,True,True,True,True
1889,2026-03-20T16:15:00+05:30,389.48,396.553,35.15,synthetic,True,True,True,True
1890,2026-03-20T16:30:00+05:30,385.089,336.15,34.494,synthetic,True,True,True,True
1891,2026-03-20T16:45:00+05:30,396.646,268.393,34.179,synthetic,True,True,True,True
1892,2026-03-20T17:00:00+05:30,411.361,207.505,34.328,synthetic,True,True,True,True
